fact_id,product_id,category,record_date,stock_initial,units_received,units_sold,stock_final,days_since_last_order,last_order_qty,sales_avg_7_days,sale_price,lead_time_days,day_of_week,month,stockout_flag,target_units_sold
23,1,0,2025-09-22,19.0,0,1.0,18.0,22,0.0,1.14,4.5,2,0,9,False,0.0
24,1,0,2025-09-23,18.0,0,0.0,18.0,23,0.0,1.0,4.5,2,1,9,False,0.0
25,1,0,2025-09-24,18.0,0,0.0,18.0,24,0.0,0.71,4.5,2,2,9,False,1.0
26,1,0,2025-09-25,18.0,0,1.0,17.0,25,0.0,0.71,4.5,2,3,9,False,2.0
27,1,0,2025-09-26,17.0,0,2.0,15.0,26,0.0,0.71,4.5,2,4,9,False,2.0
28,1,0,2025-09-27,15.0,0,2.0,13.0,27,0.0,1.0,4.5,2,5,9,False,0.0
29,1,0,2025-09-28,13.0,0,0.0,13.0,28,0.0,1.29,4.5,2,6,9,False,1.0
30,1,0,2025-09-29,13.0,0,1.0,12.0,29,0.0,0.86,4.5,2,0,9,False,2.0
31,1,0,2025-09-30,12.0,0,2.0,10.0,30,0.0,0.86,4.5,2,1,9,False,0.0
32,1,0,2025-10-01,10.0,0,0.0,10.0,31,0.0,1.14,4.5,2,2,10,False,0.0
33,1,0,2025-10-02,10.0,0,0.0,10.0,32,0.0,1.14,4.5,2,3,10,False,1.0
34,1,0,2025-10-03,10.0,0,1.0,9.0,33,0.0,1.0,4.5,2,4,10,False,2.0
35,1,0,2025-10-04,9.0,0,2.0,7.0,34,0.0,0.86,4.5,2,5,10,False,2.0
36,1,0,2025-10-05,7.0,0,2.0,5.0,35,0.0,0.86,4.5,2,6,10,False,0.0
37,1,0,2025-10-06,5.0,0,0.0,5.0,36,0.0,1.14,4.5,2,0,10,False,0.0
38,1,0,2025-10-07,5.0,0,0.0,5.0,37,0.0,1.0,4.5,2,1,10,False,2.0
39,1,0,2025-10-08,5.0,0,2.0,3.0,38,0.0,0.71,4.5,2,2,10,False,1.0
40,1,0,2025-10-09,3.0,0,1.0,2.0,0,45.0,1.0,4.5,2,3,10,False,2.0
41,1,0,2025-10-10,2.0,45,2.0,45.0,1,45.0,1.14,4.5,2,4,10,False,1.0
42,1,0,2025-10-11,45.0,0,1.0,44.0,2,45.0,1.29,4.5,2,5,10,False,1.0
43,1,0,2025-10-12,44.0,0,1.0,43.0,3,45.0,1.14,4.5,2,6,10,False,0.0
44,1,0,2025-10-13,43.0,0,0.0,43.0,4,45.0,1.0,4.5,2,0,10,False,3.0
45,1,0,2025-10-14,43.0,0,3.0,40.0,5,45.0,1.0,4.5,2,1,10,False,3.0
46,1,0,2025-10-15,40.0,0,3.0,37.0,6,45.0,1.43,4.5,2,2,10,False,0.0
47,1,0,2025-10-16,37.0,0,0.0,37.0,7,45.0,1.57,4.5,2,3,10,False,0.0
48,1,0,2025-10-17,37.0,0,0.0,37.0,8,45.0,1.43,4.5,2,4,10,False,2.0
49,1,0,2025-10-18,37.0,0,2.0,35.0,9,45.0,1.14,4.5,2,5,10,False,0.0
50,1,0,2025-10-19,35.0,0,0.0,35.0,10,45.0,1.29,4.5,2,6,10,False,1.0
51,1,0,2025-10-20,35.0,0,1.0,34.0,11,45.0,1.14,4.5,2,0,10,False,3.0
52,1,0,2025-10-21,34.0,0,3.0,31.0,12,45.0,1.29,4.5,2,1,10,False,2.0
53,1,0,2025-10-22,31.0,0,2.0,29.0,13,45.0,1.29,4.5,2,2,10,False,0.0
54,1,0,2025-10-23,29.0,0,0.0,29.0,14,45.0,1.14,4.5,2,3,10,False,1.0
55,1,0,2025-10-24,29.0,0,1.0,28.0,15,45.0,1.14,4.5,2,4,10,False,1.0
56,1,0,2025-10-25,28.0,0,1.0,27.0,16,45.0,1.29,4.5,2,5,10,False,0.0
57,1,0,2025-10-26,27.0,0,0.0,27.0,17,45.0,1.14,4.5,2,6,10,False,0.0
58,1,0,2025-10-27,27.0,0,0.0,27.0,18,45.0,1.14,4.5,2,0,10,False,1.0
59,1,0,2025-10-28,27.0,0,1.0,26.0,19,45.0,1.0,4.5,2,1,10,False,2.0
60,1,0,2025-10-29,26.0,0,2.0,24.0,20,45.0,0.71,4.5,2,2,10,False,1.0
61,1,0,2025-10-30,24.0,0,1.0,23.0,21,45.0,0.71,4.5,2,3,10,False,3.0
62,1,0,2025-10-31,23.0,0,3.0,20.0,22,45.0,0.86,4.5,2,4,10,False,1.0
63,1,0,2025-11-01,20.0,0,1.0,19.0,23,45.0,1.14,4.5,2,5,11,False,2.0
64,1,0,2025-11-02,19.0,0,2.0,17.0,24,45.0,1.14,4.5,2,6,11,False,0.0
65,1,0,2025-11-03,17.0,0,0.0,17.0,25,45.0,1.43,4.5,2,0,11,False,1.0
66,1,0,2025-11-04,17.0,0,1.0,16.0,26,45.0,1.43,4.5,2,1,11,False,1.0
67,1,0,2025-11-05,16.0,0,1.0,15.0,27,45.0,1.43,4.5,2,2,11,False,2.0
68,1,0,2025-11-06,15.0,0,2.0,13.0,28,45.0,1.29,4.5,2,3,11,False,1.0
69,1,0,2025-11-07,13.0,0,1.0,12.0,29,45.0,1.43,4.5,2,4,11,False,1.0
70,1,0,2025-11-08,12.0,0,1.0,11.0,30,45.0,1.14,4.5,2,5,11,False,3.0
71,1,0,2025-11-09,11.0,0,3.0,8.0,31,45.0,1.14,4.5,2,6,11,False,1.0
72,1,0,2025-11-10,8.0,0,1.0,7.0,32,45.0,1.29,4.5,2,0,11,False,0.0
73,1,0,2025-11-11,7.0,0,0.0,7.0,33,45.0,1.43,4.5,2,1,11,False,1.0
74,1,0,2025-11-12,7.0,0,1.0,6.0,34,45.0,1.29,4.5,2,2,11,False,2.0
75,1,0,2025-11-13,6.0,0,2.0,4.0,35,45.0,1.29,4.5,2,3,11,False,2.0
76,1,0,2025-11-14,4.0,0,2.0,2.0,0,44.0,1.29,4.5,2,4,11,False,0.0
77,1,0,2025-11-15,2.0,44,0.0,46.0,1,44.0,1.43,4.5,2,5,11,False,1.0
78,1,0,2025-11-16,46.0,0,1.0,45.0,2,44.0,1.29,4.5,2,6,11,False,0.0
79,1,0,2025-11-17,45.0,0,0.0,45.0,3,44.0,1.0,4.5,2,0,11,False,3.0
80,1,0,2025-11-18,45.0,0,3.0,42.0,4,44.0,0.86,4.5,2,1,11,False,3.0
81,1,0,2025-11-19,42.0,0,3.0,39.0,5,44.0,1.29,4.5,2,2,11,False,2.0
82,1,0,2025-11-20,39.0,0,2.0,37.0,6,44.0,1.57,4.5,2,3,11,False,0.0
83,1,0,2025-11-21,37.0,0,0.0,37.0,7,44.0,1.57,4.5,2,4,11,False,1.0
84,1,0,2025-11-22,37.0,0,1.0,36.0,8,44.0,1.29,4.5,2,5,11,False,1.0
85,1,0,2025-11-23,36.0,0,1.0,35.0,9,44.0,1.43,4.5,2,6,11,False,0.0
86,1,0,2025-11-24,35.0,0,0.0,35.0,10,44.0,1.43,4.5,2,0,11,False,1.0
87,1,0,2025-11-25,35.0,0,1.0,34.0,11,44.0,1.43,4.5,2,1,11,False,0.0
88,1,0,2025-11-26,34.0,0,0.0,34.0,12,44.0,1.14,4.5,2,2,11,False,2.0
89,1,0,2025-11-27,34.0,0,2.0,32.0,13,44.0,0.71,4.5,2,3,11,False,1.0
90,1,0,2025-11-28,32.0,0,1.0,31.0,14,44.0,0.71,4.5,2,4,11,False,2.0
91,1,0,2025-11-29,31.0,0,2.0,29.0,15,44.0,0.86,4.5,2,5,11,False,0.0
92,1,0,2025-11-30,29.0,0,0.0,29.0,16,44.0,1.0,4.5,2,6,11,False,0.0
93,1,0,2025-12-01,29.0,0,0.0,29.0,17,44.0,0.86,4.5,2,0,12,False,0.0
94,1,0,2025-12-02,29.0,0,0.0,29.0,18,44.0,0.86,4.5,2,1,12,False,1.0
95,1,0,2025-12-03,29.0,0,1.0,28.0,19,44.0,0.71,4.5,2,2,12,False,2.0
96,1,0,2025-12-04,28.0,0,2.0,26.0,20,44.0,0.86,4.5,2,3,12,False,0.0
97,1,0,2025-12-05,26.0,0,0.0,26.0,21,44.0,0.86,4.5,2,4,12,False,3.0
98,1,0,2025-12-06,26.0,0,3.0,23.0,22,44.0,0.71,4.5,2,5,12,False,0.0
99,1,0,2025-12-07,23.0,0,0.0,23.0,23,44.0,0.86,4.5,2,6,12,False,2.0
100,1,0,2025-12-08,23.0,0,2.0,21.0,24,44.0,0.86,4.5,2,0,12,False,3.0
101,1,0,2025-12-09,21.0,0,3.0,18.0,25,44.0,1.14,4.5,2,1,12,False,1.0
102,1,0,2025-12-10,18.0,0,1.0,17.0,26,44.0,1.57,4.5,2,2,12,False,2.0
103,1,0,2025-12-11,17.0,0,2.0,15.0,27,44.0,1.57,4.5,2,3,12,False,0.0
104,1,0,2025-12-12,15.0,0,0.0,15.0,28,44.0,1.57,4.5,2,4,12,False,2.0
105,1,0,2025-12-13,15.0,0,2.0,13.0,29,44.0,1.57,4.5,2,5,12,False,3.0
106,1,0,2025-12-14,13.0,0,3.0,10.0,30,44.0,1.43,4.5,2,6,12,False,0.0
107,1,0,2025-12-15,10.0,0,0.0,10.0,31,44.0,1.86,4.5,2,0,12,False,0.0
108,1,0,2025-12-16,10.0,0,0.0,10.0,32,44.0,1.57,4.5,2,1,12,False,2.0
109,1,0,2025-12-17,10.0,0,2.0,8.0,33,44.0,1.14,4.5,2,2,12,False,2.0
110,1,0,2025-12-18,8.0,0,2.0,6.0,34,44.0,1.29,4.5,2,3,12,False,1.0
111,1,0,2025-12-19,6.0,0,1.0,5.0,35,44.0,1.29,4.5,2,4,12,False,1.0
112,1,0,2025-12-20,5.0,0,1.0,4.0,36,44.0,1.43,4.5,2,5,12,False,2.0
113,1,0,2025-12-21,4.0,0,2.0,2.0,0,44.0,1.29,4.5,2,6,12,False,0.0
114,1,0,2025-12-22,2.0,44,0.0,46.0,1,44.0,1.14,4.5,2,0,12,False,0.0
115,1,0,2025-12-23,46.0,0,0.0,46.0,2,44.0,1.14,4.5,2,1,12,False,2.0
116,1,0,2025-12-24,46.0,0,2.0,44.0,3,44.0,1.14,4.5,2,2,12,False,0.0
117,1,0,2025-12-25,44.0,0,0.0,44.0,4,44.0,1.14,4.5,2,3,12,False,1.0
118,1,0,2025-12-26,44.0,0,1.0,43.0,5,44.0,0.86,4.5,2,4,12,False,1.0
119,1,0,2025-12-27,43.0,0,1.0,42.0,6,44.0,0.86,4.5,2,5,12,False,0.0
120,1,0,2025-12-28,42.0,0,0.0,42.0,7,44.0,0.86,4.5,2,6,12,False,1.0
121,1,0,2025-12-29,42.0,0,1.0,41.0,8,44.0,0.57,4.5,2,0,12,False,0.0
122,1,0,2025-12-30,41.0,0,0.0,41.0,9,44.0,0.71,4.5,2,1,12,False,0.0
123,1,0,2025-12-31,41.0,0,0.0,41.0,10,44.0,0.71,4.5,2,2,12,False,0.0
124,1,0,2026-01-01,41.0,0,0.0,41.0,11,44.0,0.43,4.5,2,3,1,False,0.0
125,1,0,2026-01-02,41.0,0,0.0,41.0,12,44.0,0.43,4.5,2,4,1,False,0.0
126,1,0,2026-01-03,41.0,0,0.0,41.0,13,44.0,0.29,4.5,2,5,1,False,0.0
127,1,0,2026-01-04,41.0,0,0.0,41.0,14,44.0,0.14,4.5,2,6,1,False,0.0
128,1,0,2026-01-05,41.0,0,0.0,41.0,15,44.0,0.14,4.5,2,0,1,False,2.0
129,1,0,2026-01-06,41.0,0,2.0,39.0,16,44.0,0.0,4.5,2,1,1,False,1.0
130,1,0,2026-01-07,39.0,0,1.0,38.0,17,44.0,0.29,4.5,2,2,1,False,2.0
131,1,0,2026-01-08,38.0,0,2.0,36.0,18,44.0,0.43,4.5,2,3,1,False,0.0
132,1,0,2026-01-09,36.0,0,0.0,36.0,19,44.0,0.71,4.5,2,4,1,False,0.0
133,1,0,2026-01-10,36.0,0,0.0,36.0,20,44.0,0.71,4.5,2,5,1,False,0.0
134,1,0,2026-01-11,36.0,0,0.0,36.0,21,44.0,0.71,4.5,2,6,1,False,1.0
135,1,0,2026-01-12,36.0,0,1.0,35.0,22,44.0,0.71,4.5,2,0,1,False,0.0
136,1,0,2026-01-13,35.0,0,0.0,35.0,23,44.0,0.86,4.5,2,1,1,False,1.0
137,1,0,2026-01-14,35.0,0,1.0,34.0,24,44.0,0.57,4.5,2,2,1,False,0.0
138,1,0,2026-01-15,34.0,0,0.0,34.0,25,44.0,0.57,4.5,2,3,1,False,1.0
139,1,0,2026-01-16,34.0,0,1.0,33.0,26,44.0,0.29,4.5,2,4,1,False,1.0
140,1,0,2026-01-17,33.0,0,1.0,32.0,27,44.0,0.43,4.5,2,5,1,False,5.0
141,1,0,2026-01-18,32.0,0,5.0,27.0,28,44.0,0.57,4.5,2,6,1,False,1.0
142,1,0,2026-01-19,27.0,0,1.0,26.0,29,44.0,1.29,4.5,2,0,1,False,1.0
143,1,0,2026-01-20,26.0,0,1.0,25.0,30,44.0,1.29,4.5,2,1,1,False,2.0
144,1,0,2026-01-21,25.0,0,2.0,23.0,31,44.0,1.43,4.5,2,2,1,False,1.0
145,1,0,2026-01-22,23.0,0,1.0,22.0,32,44.0,1.57,4.5,2,3,1,False,0.0
146,1,0,2026-01-23,22.0,0,0.0,22.0,33,44.0,1.71,4.5,2,4,1,False,1.0
147,1,0,2026-01-24,22.0,0,1.0,21.0,34,44.0,1.57,4.5,2,5,1,False,0.0
148,1,0,2026-01-25,21.0,0,0.0,21.0,35,44.0,1.57,4.5,2,6,1,False,1.0
149,1,0,2026-01-26,21.0,0,1.0,20.0,36,44.0,0.86,4.5,2,0,1,False,1.0
150,1,0,2026-01-27,20.0,0,1.0,19.0,37,44.0,0.86,4.5,2,1,1,False,1.0
151,1,0,2026-01-28,19.0,0,1.0,18.0,38,44.0,0.86,4.5,2,2,1,False,3.0
152,1,0,2026-01-29,18.0,0,3.0,15.0,39,44.0,0.71,4.5,2,3,1,False,2.0
153,1,0,2026-01-30,15.0,0,2.0,13.0,40,44.0,1.0,4.5,2,4,1,False,2.0
154,1,0,2026-01-31,13.0,0,2.0,11.0,41,44.0,1.29,4.5,2,5,1,False,0.0
155,1,0,2026-02-01,11.0,0,0.0,11.0,42,44.0,1.43,4.5,2,6,2,False,1.0
156,1,0,2026-02-02,11.0,0,1.0,10.0,43,44.0,1.43,4.5,2,0,2,False,2.0
157,1,0,2026-02-03,10.0,0,2.0,8.0,44,44.0,1.43,4.5,2,1,2,False,1.0
158,1,0,2026-02-04,8.0,0,1.0,7.0,45,44.0,1.57,4.5,2,2,2,False,1.0
159,1,0,2026-02-05,7.0,0,1.0,6.0,46,44.0,1.57,4.5,2,3,2,False,1.0
160,1,0,2026-02-06,6.0,0,1.0,5.0,47,44.0,1.29,4.5,2,4,2,False,4.0
161,1,0,2026-02-07,5.0,0,4.0,1.0,48,44.0,1.14,4.5,2,5,2,False,1.0
162,1,0,2026-02-08,1.0,0,1.0,0.0,0,47.0,1.43,4.5,2,6,2,True,1.0
163,1,0,2026-02-09,0.0,47,1.0,46.0,1,47.0,1.57,4.5,2,0,2,False,1.0
164,1,0,2026-02-10,46.0,0,1.0,45.0,2,47.0,1.57,4.5,2,1,2,False,1.0
165,1,0,2026-02-11,45.0,0,1.0,44.0,3,47.0,1.43,4.5,2,2,2,False,1.0
166,1,0,2026-02-12,44.0,0,1.0,43.0,4,47.0,1.43,4.5,2,3,2,False,2.0
167,1,0,2026-02-13,43.0,0,2.0,41.0,5,47.0,1.43,4.5,2,4,2,False,2.0
168,1,0,2026-02-14,41.0,0,2.0,39.0,6,47.0,1.57,4.5,2,5,2,False,0.0
169,1,0,2026-02-15,39.0,0,0.0,39.0,7,47.0,1.29,4.5,2,6,2,False,0.0
170,1,0,2026-02-16,39.0,0,0.0,39.0,8,47.0,1.14,4.5,2,0,2,False,1.0
171,1,0,2026-02-17,39.0,0,1.0,38.0,9,47.0,1.0,4.5,2,1,2,False,2.0
172,1,0,2026-02-18,38.0,0,2.0,36.0,10,47.0,1.0,4.5,2,2,2,False,2.0
173,1,0,2026-02-19,36.0,0,2.0,34.0,11,47.0,1.14,4.5,2,3,2,False,1.0
174,1,0,2026-02-20,34.0,0,1.0,33.0,12,47.0,1.29,4.5,2,4,2,False,0.0
175,1,0,2026-02-21,33.0,0,0.0,33.0,13,47.0,1.14,4.5,2,5,2,False,0.0
176,1,0,2026-02-22,33.0,0,0.0,33.0,14,47.0,0.86,4.5,2,6,2,False,2.0
177,1,0,2026-02-23,33.0,0,2.0,31.0,15,47.0,0.86,4.5,2,0,2,False,3.0
178,1,0,2026-02-24,31.0,0,3.0,28.0,16,47.0,1.14,4.5,2,1,2,False,1.0
179,1,0,2026-02-25,28.0,0,1.0,27.0,17,47.0,1.43,4.5,2,2,2,False,3.0
180,1,0,2026-02-26,27.0,0,3.0,24.0,18,47.0,1.29,4.5,2,3,2,False,2.0
181,1,0,2026-02-27,24.0,0,2.0,22.0,19,47.0,1.43,4.5,2,4,2,False,2.0
182,1,0,2026-02-28,22.0,0,2.0,20.0,20,47.0,1.57,4.5,2,5,2,False,2.0
183,1,0,2026-03-01,20.0,0,2.0,18.0,21,47.0,1.86,4.5,2,6,3,False,1.0
184,1,0,2026-03-02,18.0,0,1.0,17.0,22,47.0,2.14,4.5,2,0,3,False,0.0
185,1,0,2026-03-03,17.0,0,0.0,17.0,23,47.0,2.0,4.5,2,1,3,False,2.0
186,1,0,2026-03-04,17.0,0,2.0,15.0,24,47.0,1.57,4.5,2,2,3,False,2.0
187,1,0,2026-03-05,15.0,0,2.0,13.0,25,47.0,1.71,4.5,2,3,3,False,1.0
188,1,0,2026-03-06,13.0,0,1.0,12.0,26,47.0,1.57,4.5,2,4,3,False,3.0
189,1,0,2026-03-07,12.0,0,3.0,9.0,27,47.0,1.43,4.5,2,5,3,False,1.0
190,1,0,2026-03-08,9.0,0,1.0,8.0,28,47.0,1.57,4.5,2,6,3,False,0.0
191,1,0,2026-03-09,8.0,0,0.0,8.0,29,47.0,1.43,4.5,2,0,3,False,0.0
192,1,0,2026-03-10,8.0,0,0.0,8.0,30,47.0,1.29,4.5,2,1,3,False,1.0
193,1,0,2026-03-11,8.0,0,1.0,7.0,31,47.0,1.29,4.5,2,2,3,False,2.0
194,1,0,2026-03-12,7.0,0,2.0,5.0,32,47.0,1.14,4.5,2,3,3,False,0.0
195,1,0,2026-03-13,5.0,0,0.0,5.0,33,47.0,1.14,4.5,2,4,3,False,0.0
196,1,0,2026-03-14,5.0,0,0.0,5.0,34,47.0,1.0,4.5,2,5,3,False,2.0
197,1,0,2026-03-15,5.0,0,2.0,3.0,35,47.0,0.57,4.5,2,6,3,False,1.0
198,1,0,2026-03-16,3.0,0,1.0,2.0,0,45.0,0.71,4.5,2,0,3,False,4.0
199,1,0,2026-03-17,2.0,45,4.0,43.0,1,45.0,0.86,4.5,2,1,3,False,0.0
200,1,0,2026-03-18,43.0,0,0.0,43.0,2,45.0,1.43,4.5,2,2,3,False,0.0
201,1,0,2026-03-19,43.0,0,0.0,43.0,3,45.0,1.29,4.5,2,3,3,False,0.0
202,1,0,2026-03-20,43.0,0,0.0,43.0,4,45.0,1.0,4.5,2,4,3,False,2.0
203,1,0,2026-03-21,43.0,0,2.0,41.0,5,45.0,1.0,4.5,2,5,3,False,1.0
204,1,0,2026-03-22,41.0,0,1.0,40.0,6,45.0,1.29,4.5,2,6,3,False,1.0
205,1,0,2026-03-23,40.0,0,1.0,39.0,7,45.0,1.14,4.5,2,0,3,False,0.0
206,1,0,2026-03-24,39.0,0,0.0,39.0,8,45.0,1.14,4.5,2,1,3,False,3.0
207,1,0,2026-03-25,39.0,0,3.0,36.0,9,45.0,0.57,4.5,2,2,3,False,1.0
208,1,0,2026-03-26,36.0,0,1.0,35.0,10,45.0,1.0,4.5,2,3,3,False,2.0
209,1,0,2026-03-27,35.0,0,2.0,33.0,11,45.0,1.14,4.5,2,4,3,False,0.0
210,1,0,2026-03-28,33.0,0,0.0,33.0,12,45.0,1.43,4.5,2,5,3,False,0.0
211,1,0,2026-03-29,33.0,0,0.0,33.0,13,45.0,1.14,4.5,2,6,3,False,2.0
212,1,0,2026-03-30,33.0,0,2.0,31.0,14,45.0,1.0,4.5,2,0,3,False,2.0
213,1,0,2026-03-31,31.0,0,2.0,29.0,15,45.0,1.14,4.5,2,1,3,False,1.0
214,1,0,2026-04-01,29.0,0,1.0,28.0,16,45.0,1.43,4.5,2,2,4,False,2.0
215,1,0,2026-04-02,28.0,0,2.0,26.0,17,45.0,1.14,4.5,2,3,4,False,1.0
216,1,0,2026-04-03,26.0,0,1.0,25.0,18,45.0,1.29,4.5,2,4,4,False,1.0
217,1,0,2026-04-04,25.0,0,1.0,24.0,19,45.0,1.14,4.5,2,5,4,False,1.0
218,1,0,2026-04-05,24.0,0,1.0,23.0,20,45.0,1.29,4.5,2,6,4,False,0.0
219,1,0,2026-04-06,23.0,0,0.0,23.0,21,45.0,1.43,4.5,2,0,4,False,0.0
220,1,0,2026-04-07,23.0,0,0.0,23.0,22,45.0,1.14,4.5,2,1,4,False,0.0
221,1,0,2026-04-08,23.0,0,0.0,23.0,23,45.0,0.86,4.5,2,2,4,False,1.0
222,1,0,2026-04-09,23.0,0,1.0,22.0,24,45.0,0.71,4.5,2,3,4,False,1.0
223,1,0,2026-04-10,22.0,0,1.0,21.0,25,45.0,0.57,4.5,2,4,4,False,1.0
224,1,0,2026-04-11,21.0,0,1.0,20.0,26,45.0,0.57,4.5,2,5,4,False,1.0
225,1,0,2026-04-12,20.0,0,1.0,19.0,27,45.0,0.57,4.5,2,6,4,False,0.0
226,1,0,2026-04-13,19.0,0,0.0,19.0,28,45.0,0.57,4.5,2,0,4,False,1.0
227,1,0,2026-04-14,19.0,0,1.0,18.0,29,45.0,0.57,4.5,2,1,4,False,0.0
228,1,0,2026-04-15,18.0,0,0.0,18.0,30,45.0,0.71,4.5,2,2,4,False,1.0
229,1,0,2026-04-16,18.0,0,1.0,17.0,31,45.0,0.71,4.5,2,3,4,False,2.0
230,1,0,2026-04-17,17.0,0,2.0,15.0,32,45.0,0.71,4.5,2,4,4,False,0.0
231,1,0,2026-04-18,15.0,0,0.0,15.0,33,45.0,0.86,4.5,2,5,4,False,2.0
232,1,0,2026-04-19,15.0,0,2.0,13.0,34,45.0,0.71,4.5,2,6,4,False,1.0
233,1,0,2026-04-20,13.0,0,1.0,12.0,35,45.0,0.86,4.5,2,0,4,False,2.0
234,1,0,2026-04-21,12.0,0,2.0,10.0,36,45.0,1.0,4.5,2,1,4,False,2.0
235,1,0,2026-04-22,10.0,0,2.0,8.0,37,45.0,1.14,4.5,2,2,4,False,1.0
236,1,0,2026-04-23,8.0,0,1.0,7.0,38,45.0,1.43,4.5,2,3,4,False,2.0
237,1,0,2026-04-24,7.0,0,2.0,5.0,39,45.0,1.43,4.5,2,4,4,False,0.0
238,1,0,2026-04-25,5.0,0,0.0,5.0,40,45.0,1.43,4.5,2,5,4,False,1.0
239,1,0,2026-04-26,5.0,0,1.0,4.0,41,45.0,1.43,4.5,2,6,4,False,0.0
240,1,0,2026-04-27,4.0,0,0.0,4.0,0,44.0,1.29,4.5,2,0,4,False,0.0
241,1,0,2026-04-28,4.0,44,0.0,48.0,1,44.0,1.14,4.5,2,1,4,False,0.0
242,1,0,2026-04-29,48.0,0,0.0,48.0,2,44.0,0.86,4.5,2,2,4,False,0.0
243,1,0,2026-04-30,48.0,0,0.0,48.0,3,44.0,0.57,4.5,2,3,4,False,1.0
244,1,0,2026-05-01,48.0,0,1.0,47.0,4,44.0,0.43,4.5,2,4,5,False,2.0
245,1,0,2026-05-02,47.0,0,2.0,45.0,5,44.0,0.29,4.5,2,5,5,False,0.0
246,1,0,2026-05-03,45.0,0,0.0,45.0,6,44.0,0.57,4.5,2,6,5,False,1.0
247,1,0,2026-05-04,45.0,0,1.0,44.0,7,44.0,0.43,4.5,2,0,5,False,1.0
248,1,0,2026-05-05,44.0,0,1.0,43.0,8,44.0,0.57,4.5,2,1,5,False,2.0
249,1,0,2026-05-06,43.0,0,2.0,41.0,9,44.0,0.71,4.5,2,2,5,False,2.0
250,1,0,2026-05-07,41.0,0,2.0,39.0,10,44.0,1.0,4.5,2,3,5,False,1.0
251,1,0,2026-05-08,39.0,0,1.0,38.0,11,44.0,1.29,4.5,2,4,5,False,0.0
252,1,0,2026-05-09,38.0,0,0.0,38.0,12,44.0,1.29,4.5,2,5,5,False,1.0
253,1,0,2026-05-10,38.0,0,1.0,37.0,13,44.0,1.0,4.5,2,6,5,False,0.0
254,1,0,2026-05-11,37.0,0,0.0,37.0,14,44.0,1.14,4.5,2,0,5,False,5.0
255,1,0,2026-05-12,37.0,0,5.0,32.0,15,44.0,1.0,4.5,2,1,5,False,1.0
256,1,0,2026-05-13,32.0,0,1.0,31.0,16,44.0,1.57,4.5,2,2,5,False,0.0
257,1,0,2026-05-14,31.0,0,0.0,31.0,17,44.0,1.43,4.5,2,3,5,False,1.0
258,1,0,2026-05-15,31.0,0,1.0,30.0,18,44.0,1.14,4.5,2,4,5,False,1.0
259,1,0,2026-05-16,30.0,0,1.0,29.0,19,44.0,1.14,4.5,2,5,5,False,0.0
260,1,0,2026-05-17,29.0,0,0.0,29.0,20,44.0,1.29,4.5,2,6,5,False,1.0
